question,answer,label
"課題3のアバタージェネレーターについて
CharacterGeneratorをextendsすると思うのですがその際、課題2のabstractメソッドのオーバーライドをしないといけないと思うのですがreturn nullでいいのですか ?","nullだとテストが通らないと思います
characterを返してください[Name_edf5bd]単にcharacterを返せばいいのでしょうか[Name_edf5bd]続けてすいません。
課題2のabstractメソッドの戻り値はIconにしていたのですがおそらく課題2から間違っていますよね[Name_edf5bd]やることは、基本的にIconGeneratorと同じですよ。できるのがIconじゃなくてAvatorになるだけ。[Name_edf5bd]はい、戻り値はIconではだめですね。[Name_edf5bd]そうですね、二番からやり直しですね。[Name_edf5bd]ですがさっき課題２の手元のテストは通ってwebで通らないと質問したのですがそちらの方ではエラーが出ないと言われ課題の続きをするように言われて今に至るのですが[Name_edf5bd]今日の出題は先生ですが、代わりに説明すると…
手元のJunitテストを通ったら、Junitがチェックしている項目をパスしたと言う意味です。つまり、JunitテストがNGならどこか間違っています。JunitテストがOKなら間違いが見つからなかったという意味で、まったく間違いが無いという事ではありません。
全ての間違いを見つけるような詳細なJUnitテストを付けると、デザインパターンを考えずに、とにかくJunitのNGの箇所を緑に直すだけで問題を解けてしまいます。これでは意味がありません。[Name_edf5bd]大元の親クラスが有って、継承した子クラスが有る時、細部の違う複数の子クラスで機能を変えるわけですが、それら子クラスのオブジェクトを親クラス型で扱うと複数の子クラス毎に扱いを変える必要がありません。[Name_edf5bd]そろそろ終了時間ですね。ここまでの話は納得できますか？[Name_edf5bd]それはわかります。
ですがこちらで相談したところそちら(Name_890a10?)の方で確認をするとエラーが出ないと言われて今になって違うというのは納得いかないです[Name_edf5bd]どなたが「エラーが出ないと」言ったのかは判りませんが、そんなおかしな事はするはずがないというレベルの問題はチェックしていません。そこまでチェックすると時間が足りません。また、そういうチェックをしようとするとソースをチェックする事になりますが、教員やTAがソースをチェックすると学生さんは自分でエラーを探さずにお任せになってしまいます。
さっきはOKと言ったのに、今更という気持ちはわかりますが、結局間違っていると、最後まで行く間に発覚するような問題の構成になっています。[Name_edf5bd]まだ、四回目なのでJUnitテストは多い方です。ぼちぼち細かいチェックを減らして行って、自分でクラス構成と設計に責任を持たないと正解できない、つまりJunitが緑になるように作業しても正解にたどり着けないような問題になっていきます。[Name_edf5bd]この辺りの「自分でクラス構成と設計に責任を持たないと正解できない」は講義担当の先生に強調して欲しいです。[Name_edf5bd]時間を過ぎているので終わりますね。[Name_edf5bd]わかりました。こちらとしては間違ったことをしていたつもりはなく、プロ実2のメインチャンネルの方で一部学生にエラーが出るという書き込みがあったためそこに含まれているものだと気にしなかった自分が全て悪いです。
エラーを吐くものを4-2,4-3で提出したわけですが[Name_edf5bd]出欠はつくのでしょうか[Name_edf5bd]出欠管理は先生なので、問いあわせます。私が絶対大丈夫と勝手にへんじできませんが、こういう質問や作業をしているので、*私のできる限り強く*あなたの出席を認めるように主張します。通常、そういう強い主張は却下されません。[Name_edf5bd]自分からも連絡を入れようと思います。
長々と申し訳ありませんでした。[Name_edf5bd]まだまだ先は長いからめげずに頑張ってね。
では、終わります。",0
クラス図作成課題で問題2のクラス図（問題1のクラスを含む）とありますが， lesson04/exam1/factory/Name_0d35d5.java は必要ですか？,はい、入れてください。[Name_edf5bd]了解です,0
"課題3まで提出は終わったのですが、
採点をすると全てNo java fileと出力されてしまいます",Name_bafd73 java fileと出るのなら、classファイルだけ入れてソースは入れ忘れているとかそういう類です[Name_edf5bd]いけましたありがとうございます,0
"test3の質問です.
JUnitの出力結果で
        assertEquals(_expected.toString().replaceAll(""\\r\\n"", ""\n""), _actual.toString().replaceAll(""\\r\\n"", ""\n""));
というところで実行に失敗が発生するのですが、
プログラムコード自体と出力結果では警告や注意は出ていません
どういう問題が考えられるかを教えてください","この部分は単に期待される出力結果と同じかどうかを見ているだけなので、ここで失敗すると言うことは、単に出力がおかしいと行っています。
JUnitのメッセジーをクリックすれば、具体的にどう違うのかがわかります。[Name_edf5bd]ありがとうございます
再度確認します",0
"基本的な部分の質問になってしまうのですが
クラス図を作る際にあるクラスのメソッド内で他のクラスに処理を委ねている部分があった場合でもその他クラスの参照型変数をフィールドとして持っていない場合は委譲と言わないのですか?","そういう認識でよいと思います
自分がその一部として「持っている」クラスに何か委せるのが委譲です
今回のように自分が「作った」製品のメソッドを呼ぶのは委譲に入れないと考えて下さい[Name_edf5bd]了解しました！
ありがとうございます:man-bowing::man-bowing:",0
"問題4は任意問題で実習時間内に実施すれば1%加点する。
問題1-3までを実習時間内に実施できなければ0%となる。
ただし、次回実習の前日の16:30までに問題1-4まで全て実施すれば、実習中に解いた問題を加点する。
とありますが、問題3まで実習中にやった上で来週までに4をやって提出しても加点などは一切されないということですか？",はい、そうなります,0
課題提出確認でずっとエラーが出るのですが、サイトに載ってるクラス以外に課題3のjarファイルに新たに追加しないといけないのはAvatarクラスだけですよね？,Avatarじゃなくてiconです。打ち間違えてました[Name_edf5bd]そもそも自分のMacのJUnitでエラーが出ていませんか? パッケージの構成が正しくありません[Name_edf5bd]exam3の下にfactoryがありません[Name_edf5bd]↑提出されたjarファイルでは[Name_edf5bd]すいません、もう一回慎重にやり直したらうまくいきました[Name_edf5bd]了解です!,0
課題4のCharacterGeneratorクラスにデッドコードってエラーが出ているのですがどういう意味でしょうか。インターネットで調べてもいい感じのものが出てこなかったので質問しました,"その行には絶対行きませんよ。
と言う意味です。例えば。

return null;
a = 1;

a = 1;には絶対いきませんよね。[Name_edf5bd]なるほど、ありがとうございます。",0
前回の課題3の提出の際に手こずって10~15ぷん遅れ出だしたんですけど、課題4まで提出しないと前回の課題点は0点になりますか？学籍番号は1910370030です。,"時間内に必須問題を全部提出出来なかったのですね？提出が遅れたのが数秒とかだと、先生にサーバでの提出時間を確認しないといけませんが、十数分遅れたのでしたら、間違いなく時間内に提出出来ていませんから、ルール通り
```問題1-3までを実習時間内に実施できなければ0%となる。
ただし、次回実習の前日の16:30までに問題1-4まで全て実施すれば、
実習中に解いた問題を加点する。```
となります。一回位失敗しても大丈夫ですから、今日は頑張ってください。失敗が二回、三回と続くと大変ですよ。",0
小テスト4と11の答えが教科書と違います。,確認します[Name_edf5bd]申し訳ないです、教科書にも記載されている通り、小テスト[4]の回答は「具象クラス」、[11]は「インタフェース」が正しいです。,0
